Powermeter serial number; P0013475
Sensor serial number; 200922128
Sensor Type; Photodiode
Wavelength(nm); 640

Date (MM/dd/yyyy) ; Time of day (hh:mm:ss.fff); Power(W)
4/8/2021;14:20:50.883; 1.7291E-07
4/8/2021;14:20:50.886; 1.7342E-07
4/8/2021;14:20:50.889; 1.7296E-07
4/8/2021;14:20:50.891; 1.7326E-07
4/8/2021;14:20:50.898; 1.728E-07
4/8/2021;14:20:50.900; 1.7298E-07
4/8/2021;14:20:50.903; 1.7355E-07
4/8/2021;14:20:50.905; 1.7343E-07
4/8/2021;14:20:50.908; 1.7356E-07
4/8/2021;14:20:50.911; 1.733E-07
4/8/2021;14:20:50.913; 1.733E-07
4/8/2021;14:20:50.916; 1.737E-07
4/8/2021;14:20:50.919; 1.7338E-07
4/8/2021;14:20:50.921; 1.7338E-07
4/8/2021;14:20:50.924; 1.7321E-07
4/8/2021;14:20:50.927; 1.7297E-07
4/8/2021;14:20:50.929; 1.7263E-07
4/8/2021;14:20:50.932; 1.7273E-07
4/8/2021;14:20:50.935; 1.7247E-07
4/8/2021;14:20:50.938; 1.7261E-07
4/8/2021;14:20:50.940; 1.7291E-07
4/8/2021;14:20:50.945; 1.7226E-07
4/8/2021;14:20:50.948; 1.7249E-07
4/8/2021;14:20:50.951; 1.7235E-07
4/8/2021;14:20:50.953; 1.7311E-07
4/8/2021;14:20:50.956; 1.7301E-07
4/8/2021;14:20:50.959; 1.7322E-07
4/8/2021;14:20:50.961; 1.7315E-07
4/8/2021;14:20:50.964; 1.7336E-07
4/8/2021;14:20:50.967; 1.73E-07
4/8/2021;14:20:50.969; 1.7334E-07
4/8/2021;14:20:50.972; 1.7308E-07
4/8/2021;14:20:50.975; 1.7311E-07
4/8/2021;14:20:50.977; 1.7266E-07
4/8/2021;14:20:50.980; 1.7245E-07
4/8/2021;14:20:50.983; 1.7258E-07
4/8/2021;14:20:50.985; 1.72E-07
4/8/2021;14:20:50.988; 1.7215E-07
4/8/2021;14:20:50.991; 1.7142E-07
4/8/2021;14:20:50.995; 1.7211E-07
4/8/2021;14:20:51.008; 1.7122E-07
4/8/2021;14:20:51.030; 1.7159E-07
4/8/2021;14:20:51.034; 1.713E-07
4/8/2021;14:20:51.036; 1.7165E-07
4/8/2021;14:20:51.039; 1.7122E-07
4/8/2021;14:20:51.041; 1.7132E-07
4/8/2021;14:20:51.045; 1.715E-07
4/8/2021;14:20:51.048; 1.713E-07
4/8/2021;14:20:51.051; 1.715E-07
4/8/2021;14:20:51.053; 1.7079E-07
4/8/2021;14:20:51.056; 1.7098E-07
4/8/2021;14:20:51.059; 1.7056E-07
4/8/2021;14:20:51.061; 1.7112E-07
4/8/2021;14:20:51.064; 1.7071E-07
4/8/2021;14:20:51.067; 1.7126E-07
4/8/2021;14:20:51.069; 1.7085E-07
4/8/2021;14:20:51.072; 1.7089E-07
4/8/2021;14:20:51.075; 1.7121E-07
4/8/2021;14:20:51.077; 1.7136E-07
4/8/2021;14:20:51.080; 1.7201E-07
4/8/2021;14:20:51.083; 1.7162E-07
4/8/2021;14:20:51.085; 1.7187E-07
4/8/2021;14:20:51.088; 1.7152E-07
4/8/2021;14:20:51.091; 1.7177E-07
4/8/2021;14:20:51.097; 1.709E-07
4/8/2021;14:20:51.100; 1.711E-07
4/8/2021;14:20:51.103; 1.7134E-07
4/8/2021;14:20:51.105; 1.7099E-07
4/8/2021;14:20:51.108; 1.7103E-07
4/8/2021;14:20:51.110; 1.7053E-07
4/8/2021;14:20:51.113; 1.7089E-07
4/8/2021;14:20:51.126; 1.7082E-07
4/8/2021;14:20:51.135; 1.7095E-07
4/8/2021;14:20:51.138; 1.7084E-07
4/8/2021;14:20:51.140; 1.7126E-07
4/8/2021;14:20:51.144; 1.7106E-07
4/8/2021;14:20:51.147; 1.7124E-07
4/8/2021;14:20:51.150; 1.713E-07
4/8/2021;14:20:51.152; 1.7117E-07
4/8/2021;14:20:51.155; 1.7094E-07
4/8/2021;14:20:51.158; 1.7149E-07
4/8/2021;14:20:51.160; 1.7162E-07
4/8/2021;14:20:51.163; 1.7143E-07
4/8/2021;14:20:51.166; 1.7127E-07
4/8/2021;14:20:51.168; 1.7164E-07
4/8/2021;14:20:51.171; 1.7147E-07
4/8/2021;14:20:51.174; 1.7103E-07
4/8/2021;14:20:51.176; 1.7083E-07
4/8/2021;14:20:51.179; 1.7104E-07
4/8/2021;14:20:51.182; 1.7149E-07
4/8/2021;14:20:51.184; 1.7087E-07
4/8/2021;14:20:51.187; 1.7103E-07
4/8/2021;14:20:51.190; 1.7098E-07
4/8/2021;14:20:51.192; 1.7156E-07
4/8/2021;14:20:51.197; 1.7115E-07
4/8/2021;14:20:51.202; 1.718E-07
4/8/2021;14:20:51.204; 1.7169E-07
4/8/2021;14:20:51.207; 1.7201E-07
4/8/2021;14:20:51.210; 1.7194E-07
4/8/2021;14:20:51.212; 1.7209E-07
4/8/2021;14:20:51.215; 1.719E-07
4/8/2021;14:20:51.218; 1.7222E-07
4/8/2021;14:20:51.220; 1.7199E-07
4/8/2021;14:20:51.223; 1.7198E-07
4/8/2021;14:20:51.226; 1.72E-07
4/8/2021;14:20:51.228; 1.7182E-07
4/8/2021;14:20:51.231; 1.7198E-07
4/8/2021;14:20:51.234; 1.7158E-07
4/8/2021;14:20:51.236; 1.7154E-07
4/8/2021;14:20:51.239; 1.71E-07
4/8/2021;14:20:51.242; 1.7155E-07
4/8/2021;14:20:51.244; 1.709E-07
4/8/2021;14:20:51.247; 1.7127E-07
4/8/2021;14:20:51.250; 1.7139E-07
4/8/2021;14:20:51.252; 1.7117E-07
4/8/2021;14:20:51.255; 1.7112E-07
4/8/2021;14:20:51.258; 1.706E-07
4/8/2021;14:20:51.260; 1.7117E-07
4/8/2021;14:20:51.275; 1.7081E-07
4/8/2021;14:20:51.284; 1.7138E-07
4/8/2021;14:20:51.288; 1.7088E-07
4/8/2021;14:20:51.290; 1.7158E-07
4/8/2021;14:20:51.297; 1.7133E-07
4/8/2021;14:20:51.299; 1.7076E-07
4/8/2021;14:20:51.302; 1.7123E-07
4/8/2021;14:20:51.304; 1.7106E-07
4/8/2021;14:20:51.307; 1.7155E-07
4/8/2021;14:20:51.310; 1.7103E-07
4/8/2021;14:20:51.312; 1.7125E-07
4/8/2021;14:20:51.315; 1.7101E-07
4/8/2021;14:20:51.318; 1.7097E-07
4/8/2021;14:20:51.320; 1.7064E-07
4/8/2021;14:20:51.323; 1.7053E-07
4/8/2021;14:20:51.326; 1.7081E-07
4/8/2021;14:20:51.328; 1.7046E-07
4/8/2021;14:20:51.331; 1.703E-07
4/8/2021;14:20:51.334; 1.7028E-07
4/8/2021;14:20:51.336; 1.7021E-07
4/8/2021;14:20:51.339; 1.7077E-07
4/8/2021;14:20:51.342; 1.7014E-07
4/8/2021;14:20:51.346; 1.7078E-07
4/8/2021;14:20:51.348; 1.7022E-07
4/8/2021;14:20:51.351; 1.7074E-07
4/8/2021;14:20:51.353; 1.705E-07
4/8/2021;14:20:51.356; 1.7046E-07
4/8/2021;14:20:51.359; 1.7083E-07
4/8/2021;14:20:51.361; 1.7089E-07
4/8/2021;14:20:51.364; 1.7078E-07
4/8/2021;14:20:51.367; 1.703E-07
4/8/2021;14:20:51.369; 1.7118E-07
4/8/2021;14:20:51.372; 1.7054E-07
4/8/2021;14:20:51.375; 1.7114E-07
4/8/2021;14:20:51.377; 1.7076E-07
4/8/2021;14:20:51.380; 1.7115E-07
4/8/2021;14:20:51.383; 1.7089E-07
4/8/2021;14:20:51.385; 1.7097E-07
4/8/2021;14:20:51.388; 1.7063E-07
4/8/2021;14:20:51.391; 1.7085E-07
4/8/2021;14:20:51.395; 1.7099E-07
4/8/2021;14:20:51.397; 1.7052E-07
4/8/2021;14:20:51.400; 1.7073E-07
4/8/2021;14:20:51.403; 1.6995E-07
4/8/2021;14:20:51.405; 1.7039E-07
4/8/2021;14:20:51.408; 1.6981E-07
4/8/2021;14:20:51.411; 1.7064E-07
4/8/2021;14:20:51.435; 1.7036E-07
4/8/2021;14:20:51.445; 1.7035E-07
4/8/2021;14:20:51.448; 1.708E-07
4/8/2021;14:20:51.451; 1.7022E-07
4/8/2021;14:20:51.455; 1.7065E-07
4/8/2021;14:20:51.458; 1.7068E-07
4/8/2021;14:20:51.461; 1.713E-07
4/8/2021;14:20:51.463; 1.7059E-07
4/8/2021;14:20:51.466; 1.7113E-07
4/8/2021;14:20:51.469; 1.7016E-07
4/8/2021;14:20:51.471; 1.7005E-07
4/8/2021;14:20:51.474; 1.7014E-07
4/8/2021;14:20:51.477; 1.7001E-07
4/8/2021;14:20:51.479; 1.7013E-07
4/8/2021;14:20:51.482; 1.6977E-07
4/8/2021;14:20:51.485; 1.6986E-07
4/8/2021;14:20:51.487; 1.6967E-07
4/8/2021;14:20:51.490; 1.7026E-07
4/8/2021;14:20:51.496; 1.6968E-07
4/8/2021;14:20:51.499; 1.7001E-07
4/8/2021;14:20:51.502; 1.7021E-07
4/8/2021;14:20:51.504; 1.7006E-07
4/8/2021;14:20:51.507; 1.697E-07
4/8/2021;14:20:51.510; 1.6935E-07
4/8/2021;14:20:51.512; 1.6915E-07
4/8/2021;14:20:51.515; 1.6901E-07
4/8/2021;14:20:51.518; 1.6883E-07
4/8/2021;14:20:51.520; 1.6864E-07
4/8/2021;14:20:51.523; 1.6856E-07
4/8/2021;14:20:51.526; 1.6876E-07
4/8/2021;14:20:51.539; 1.6838E-07
4/8/2021;14:20:51.548; 1.6848E-07
4/8/2021;14:20:51.552; 1.6886E-07
4/8/2021;14:20:51.554; 1.6927E-07
4/8/2021;14:20:51.557; 1.6959E-07
4/8/2021;14:20:51.560; 1.6937E-07
4/8/2021;14:20:51.562; 1.7012E-07
4/8/2021;14:20:51.565; 1.6965E-07
4/8/2021;14:20:51.568; 1.6986E-07
4/8/2021;14:20:51.570; 1.6931E-07
4/8/2021;14:20:51.573; 1.6987E-07
4/8/2021;14:20:51.576; 1.7E-07
4/8/2021;14:20:51.578; 1.6976E-07
4/8/2021;14:20:51.581; 1.7014E-07
4/8/2021;14:20:51.584; 1.6982E-07
4/8/2021;14:20:51.586; 1.6973E-07
4/8/2021;14:20:51.589; 1.6907E-07
4/8/2021;14:20:51.592; 1.6969E-07
4/8/2021;14:20:51.595; 1.6993E-07
4/8/2021;14:20:51.598; 1.7062E-07
4/8/2021;14:20:51.601; 1.6998E-07
4/8/2021;14:20:51.603; 1.6964E-07
4/8/2021;14:20:51.606; 1.6957E-07
4/8/2021;14:20:51.609; 1.6954E-07
4/8/2021;14:20:51.611; 1.694E-07
4/8/2021;14:20:51.614; 1.6958E-07
4/8/2021;14:20:51.617; 1.6929E-07
4/8/2021;14:20:51.619; 1.6881E-07
4/8/2021;14:20:51.622; 1.6871E-07
4/8/2021;14:20:51.625; 1.6818E-07
4/8/2021;14:20:51.627; 1.6856E-07
4/8/2021;14:20:51.630; 1.6872E-07
4/8/2021;14:20:51.633; 1.6838E-07
4/8/2021;14:20:51.635; 1.6817E-07
4/8/2021;14:20:51.638; 1.6821E-07
4/8/2021;14:20:51.641; 1.6816E-07
4/8/2021;14:20:51.644; 1.6799E-07
4/8/2021;14:20:51.647; 1.6801E-07
4/8/2021;14:20:51.650; 1.6778E-07
4/8/2021;14:20:51.652; 1.6785E-07
4/8/2021;14:20:51.655; 1.6761E-07
4/8/2021;14:20:51.658; 1.6796E-07
4/8/2021;14:20:51.660; 1.6808E-07
4/8/2021;14:20:51.663; 1.6819E-07
4/8/2021;14:20:51.666; 1.6841E-07
4/8/2021;14:20:51.668; 1.6857E-07
4/8/2021;14:20:51.671; 1.6953E-07
4/8/2021;14:20:51.673; 1.6919E-07
4/8/2021;14:20:51.697; 1.6912E-07
4/8/2021;14:20:51.711; 1.6902E-07
4/8/2021;14:20:51.713; 1.6891E-07
4/8/2021;14:20:51.716; 1.6805E-07
4/8/2021;14:20:51.719; 1.6844E-07
4/8/2021;14:20:51.721; 1.678E-07
4/8/2021;14:20:51.724; 1.679E-07
4/8/2021;14:20:51.727; 1.6744E-07
4/8/2021;14:20:51.729; 1.6725E-07
4/8/2021;14:20:51.732; 1.6747E-07
4/8/2021;14:20:51.735; 1.6808E-07
4/8/2021;14:20:51.737; 1.6776E-07
4/8/2021;14:20:51.740; 1.6789E-07
4/8/2021;14:20:51.744; 1.6821E-07
4/8/2021;14:20:51.747; 1.6784E-07
4/8/2021;14:20:51.749; 1.6769E-07
4/8/2021;14:20:51.752; 1.679E-07
4/8/2021;14:20:51.755; 1.6807E-07
4/8/2021;14:20:51.757; 1.6777E-07
4/8/2021;14:20:51.760; 1.6804E-07
4/8/2021;14:20:51.762; 1.6733E-07
4/8/2021;14:20:51.765; 1.6824E-07
4/8/2021;14:20:51.768; 1.6823E-07
4/8/2021;14:20:51.770; 1.6827E-07
4/8/2021;14:20:51.773; 1.6832E-07
4/8/2021;14:20:51.776; 1.6876E-07
4/8/2021;14:20:51.779; 1.686E-07
4/8/2021;14:20:51.781; 1.6877E-07
4/8/2021;14:20:51.784; 1.6827E-07
4/8/2021;14:20:51.786; 1.6784E-07
4/8/2021;14:20:51.790; 1.6777E-07
4/8/2021;14:20:51.805; 1.673E-07
4/8/2021;14:20:51.814; 1.6722E-07
4/8/2021;14:20:51.818; 1.6708E-07
4/8/2021;14:20:51.820; 1.6716E-07
4/8/2021;14:20:51.823; 1.6716E-07
4/8/2021;14:20:51.827; 1.6669E-07
4/8/2021;14:20:51.829; 1.6671E-07
4/8/2021;14:20:51.832; 1.6699E-07
4/8/2021;14:20:51.835; 1.6761E-07
4/8/2021;14:20:51.837; 1.6772E-07
4/8/2021;14:20:51.840; 1.6757E-07
4/8/2021;14:20:51.843; 1.6768E-07
4/8/2021;14:20:51.845; 1.6824E-07
4/8/2021;14:20:51.848; 1.6785E-07
4/8/2021;14:20:51.851; 1.6776E-07
4/8/2021;14:20:51.853; 1.679E-07
4/8/2021;14:20:51.856; 1.6763E-07
4/8/2021;14:20:51.859; 1.6791E-07
4/8/2021;14:20:51.861; 1.6722E-07
4/8/2021;14:20:51.864; 1.6751E-07
4/8/2021;14:20:51.867; 1.6755E-07
4/8/2021;14:20:51.869; 1.6759E-07
4/8/2021;14:20:51.872; 1.6731E-07
4/8/2021;14:20:51.875; 1.6723E-07
4/8/2021;14:20:51.878; 1.6754E-07
4/8/2021;14:20:51.881; 1.6731E-07
4/8/2021;14:20:51.883; 1.6765E-07
4/8/2021;14:20:51.886; 1.6731E-07
4/8/2021;14:20:51.889; 1.679E-07
4/8/2021;14:20:51.891; 1.6731E-07
4/8/2021;14:20:51.897; 1.6758E-07
4/8/2021;14:20:51.900; 1.6724E-07
4/8/2021;14:20:51.903; 1.6728E-07
4/8/2021;14:20:51.905; 1.673E-07
4/8/2021;14:20:51.908; 1.6695E-07
4/8/2021;14:20:51.911; 1.6705E-07
4/8/2021;14:20:51.913; 1.6678E-07
4/8/2021;14:20:51.916; 1.6675E-07
4/8/2021;14:20:51.919; 1.6682E-07
4/8/2021;14:20:51.921; 1.6716E-07
4/8/2021;14:20:51.924; 1.6667E-07
4/8/2021;14:20:51.927; 1.6712E-07
4/8/2021;14:20:51.929; 1.6669E-07
4/8/2021;14:20:51.932; 1.672E-07
4/8/2021;14:20:51.935; 1.6694E-07
4/8/2021;14:20:51.937; 1.6731E-07
4/8/2021;14:20:51.939; 1.6728E-07
4/8/2021;14:20:51.955; 1.6783E-07
4/8/2021;14:20:51.966; 1.6708E-07
4/8/2021;14:20:51.969; 1.6736E-07
4/8/2021;14:20:51.972; 1.6749E-07
4/8/2021;14:20:51.974; 1.6747E-07
4/8/2021;14:20:51.977; 1.6737E-07
4/8/2021;14:20:51.980; 1.6756E-07
4/8/2021;14:20:51.982; 1.6744E-07
4/8/2021;14:20:51.985; 1.675E-07
4/8/2021;14:20:51.988; 1.6738E-07
4/8/2021;14:20:51.990; 1.6725E-07
4/8/2021;14:20:51.994; 1.6758E-07
4/8/2021;14:20:51.997; 1.6733E-07
4/8/2021;14:20:52.000; 1.6738E-07
4/8/2021;14:20:52.002; 1.6708E-07
4/8/2021;14:20:52.005; 1.6751E-07
4/8/2021;14:20:52.008; 1.669E-07
4/8/2021;14:20:52.010; 1.6757E-07
4/8/2021;14:20:52.013; 1.6719E-07
4/8/2021;14:20:52.016; 1.6797E-07
4/8/2021;14:20:52.018; 1.6776E-07
4/8/2021;14:20:52.021; 1.6747E-07
4/8/2021;14:20:52.024; 1.676E-07
4/8/2021;14:20:52.026; 1.6738E-07
4/8/2021;14:20:52.029; 1.6711E-07
4/8/2021;14:20:52.032; 1.6669E-07
4/8/2021;14:20:52.034; 1.6709E-07
4/8/2021;14:20:52.037; 1.6646E-07
4/8/2021;14:20:52.040; 1.6679E-07
4/8/2021;14:20:52.044; 1.6586E-07
4/8/2021;14:20:52.047; 1.6593E-07
4/8/2021;14:20:52.049; 1.661E-07
4/8/2021;14:20:52.052; 1.6608E-07
4/8/2021;14:20:52.055; 1.6627E-07
4/8/2021;14:20:52.057; 1.6674E-07
4/8/2021;14:20:52.060; 1.6674E-07
4/8/2021;14:20:52.063; 1.6701E-07
4/8/2021;14:20:52.065; 1.6733E-07
4/8/2021;14:20:52.078; 1.674E-07
4/8/2021;14:20:52.081; 1.6798E-07
4/8/2021;14:20:52.084; 1.6747E-07
4/8/2021;14:20:52.086; 1.6789E-07
4/8/2021;14:20:52.089; 1.6747E-07
4/8/2021;14:20:52.106; 1.6751E-07
4/8/2021;14:20:52.116; 1.6739E-07
4/8/2021;14:20:52.118; 1.6808E-07
4/8/2021;14:20:52.121; 1.6687E-07
4/8/2021;14:20:52.124; 1.6673E-07
4/8/2021;14:20:52.126; 1.6628E-07
4/8/2021;14:20:52.129; 1.6631E-07
4/8/2021;14:20:52.132; 1.6627E-07
4/8/2021;14:20:52.134; 1.6616E-07
4/8/2021;14:20:52.137; 1.6601E-07
4/8/2021;14:20:52.140; 1.6591E-07
4/8/2021;14:20:52.143; 1.655E-07
4/8/2021;14:20:52.145; 1.6501E-07
4/8/2021;14:20:52.148; 1.6581E-07
4/8/2021;14:20:52.150; 1.6561E-07
4/8/2021;14:20:52.153; 1.6586E-07
4/8/2021;14:20:52.156; 1.6539E-07
4/8/2021;14:20:52.158; 1.6572E-07
4/8/2021;14:20:52.161; 1.6534E-07
4/8/2021;14:20:52.164; 1.654E-07
4/8/2021;14:20:52.166; 1.6588E-07
4/8/2021;14:20:52.169; 1.6588E-07
4/8/2021;14:20:52.172; 1.6557E-07
4/8/2021;14:20:52.174; 1.6507E-07
4/8/2021;14:20:52.177; 1.652E-07
4/8/2021;14:20:52.180; 1.6469E-07
4/8/2021;14:20:52.183; 1.6438E-07
4/8/2021;14:20:52.185; 1.6459E-07
4/8/2021;14:20:52.188; 1.6437E-07
4/8/2021;14:20:52.190; 1.6499E-07
4/8/2021;14:20:52.195; 1.6441E-07
4/8/2021;14:20:52.197; 1.645E-07
4/8/2021;14:20:52.200; 1.6472E-07
4/8/2021;14:20:52.203; 1.6516E-07
4/8/2021;14:20:52.205; 1.6507E-07
4/8/2021;14:20:52.208; 1.6538E-07
4/8/2021;14:20:52.211; 1.6562E-07
4/8/2021;14:20:52.213; 1.651E-07
4/8/2021;14:20:52.216; 1.6545E-07
4/8/2021;14:20:52.221; 1.6476E-07
4/8/2021;14:20:52.223; 1.6431E-07
4/8/2021;14:20:52.226; 1.6424E-07
4/8/2021;14:20:52.229; 1.6387E-07
4/8/2021;14:20:52.231; 1.6351E-07
4/8/2021;14:20:52.234; 1.6364E-07
4/8/2021;14:20:52.237; 1.6325E-07
4/8/2021;14:20:52.239; 1.6361E-07
4/8/2021;14:20:52.242; 1.6368E-07
4/8/2021;14:20:52.263; 1.635E-07
4/8/2021;14:20:52.266; 1.6398E-07
4/8/2021;14:20:52.269; 1.6457E-07
4/8/2021;14:20:52.272; 1.6474E-07
4/8/2021;14:20:52.274; 1.6499E-07
4/8/2021;14:20:52.277; 1.6534E-07
4/8/2021;14:20:52.280; 1.6509E-07
4/8/2021;14:20:52.282; 1.6525E-07
4/8/2021;14:20:52.285; 1.6476E-07
4/8/2021;14:20:52.288; 1.6526E-07
4/8/2021;14:20:52.290; 1.6521E-07
4/8/2021;14:20:52.297; 1.6477E-07
4/8/2021;14:20:52.299; 1.6484E-07
4/8/2021;14:20:52.302; 1.6482E-07
4/8/2021;14:20:52.305; 1.6468E-07
4/8/2021;14:20:52.307; 1.6469E-07
4/8/2021;14:20:52.310; 1.6469E-07
4/8/2021;14:20:52.313; 1.6514E-07
4/8/2021;14:20:52.315; 1.648E-07
4/8/2021;14:20:52.318; 1.6466E-07
4/8/2021;14:20:52.321; 1.6433E-07
4/8/2021;14:20:52.323; 1.6443E-07
4/8/2021;14:20:52.326; 1.6439E-07
4/8/2021;14:20:52.329; 1.6414E-07
4/8/2021;14:20:52.331; 1.6475E-07
4/8/2021;14:20:52.334; 1.6464E-07
4/8/2021;14:20:52.337; 1.6514E-07
4/8/2021;14:20:52.339; 1.6473E-07
4/8/2021;14:20:52.342; 1.6513E-07
4/8/2021;14:20:52.346; 1.653E-07
4/8/2021;14:20:52.348; 1.6541E-07
4/8/2021;14:20:52.351; 1.6533E-07
4/8/2021;14:20:52.354; 1.6518E-07
4/8/2021;14:20:52.356; 1.6548E-07
4/8/2021;14:20:52.359; 1.6499E-07
4/8/2021;14:20:52.362; 1.6486E-07
4/8/2021;14:20:52.364; 1.6471E-07
4/8/2021;14:20:52.367; 1.6442E-07
4/8/2021;14:20:52.370; 1.6487E-07
4/8/2021;14:20:52.372; 1.6427E-07
4/8/2021;14:20:52.375; 1.6447E-07
4/8/2021;14:20:52.378; 1.6466E-07
4/8/2021;14:20:52.380; 1.6476E-07
4/8/2021;14:20:52.383; 1.6419E-07
4/8/2021;14:20:52.386; 1.6432E-07
4/8/2021;14:20:52.388; 1.6444E-07
4/8/2021;14:20:52.391; 1.6419E-07
4/8/2021;14:20:52.415; 1.6474E-07
4/8/2021;14:20:52.427; 1.6444E-07
4/8/2021;14:20:52.430; 1.6477E-07
4/8/2021;14:20:52.432; 1.6452E-07
4/8/2021;14:20:52.435; 1.6481E-07
4/8/2021;14:20:52.438; 1.6414E-07
4/8/2021;14:20:52.440; 1.6477E-07
4/8/2021;14:20:52.443; 1.648E-07
4/8/2021;14:20:52.446; 1.6446E-07
4/8/2021;14:20:52.448; 1.6475E-07
4/8/2021;14:20:52.451; 1.6446E-07
4/8/2021;14:20:52.454; 1.641E-07
4/8/2021;14:20:52.456; 1.6371E-07
4/8/2021;14:20:52.459; 1.6417E-07
4/8/2021;14:20:52.461; 1.6387E-07
4/8/2021;14:20:52.464; 1.6407E-07
4/8/2021;14:20:52.467; 1.6421E-07
4/8/2021;14:20:52.470; 1.6389E-07
4/8/2021;14:20:52.474; 1.6429E-07
4/8/2021;14:20:52.477; 1.639E-07
4/8/2021;14:20:52.480; 1.6408E-07
4/8/2021;14:20:52.483; 1.6414E-07
4/8/2021;14:20:52.486; 1.6398E-07
4/8/2021;14:20:52.488; 1.6341E-07
4/8/2021;14:20:52.491; 1.6365E-07
4/8/2021;14:20:52.497; 1.6354E-07
4/8/2021;14:20:52.500; 1.6348E-07
4/8/2021;14:20:52.502; 1.6395E-07
4/8/2021;14:20:52.505; 1.636E-07
4/8/2021;14:20:52.507; 1.6359E-07
4/8/2021;14:20:52.522; 1.6361E-07
4/8/2021;14:20:52.531; 1.6323E-07
4/8/2021;14:20:52.534; 1.6337E-07
4/8/2021;14:20:52.537; 1.6352E-07
4/8/2021;14:20:52.539; 1.6322E-07
4/8/2021;14:20:52.543; 1.6338E-07
4/8/2021;14:20:52.546; 1.6313E-07
4/8/2021;14:20:52.549; 1.6307E-07
4/8/2021;14:20:52.551; 1.6338E-07
4/8/2021;14:20:52.554; 1.6385E-07
4/8/2021;14:20:52.557; 1.6347E-07
4/8/2021;14:20:52.559; 1.6421E-07
4/8/2021;14:20:52.562; 1.6433E-07
4/8/2021;14:20:52.565; 1.6459E-07
4/8/2021;14:20:52.567; 1.6424E-07
4/8/2021;14:20:52.570; 1.6424E-07
4/8/2021;14:20:52.573; 1.6383E-07
4/8/2021;14:20:52.575; 1.6346E-07
4/8/2021;14:20:52.578; 1.6336E-07
4/8/2021;14:20:52.581; 1.6254E-07
4/8/2021;14:20:52.583; 1.6301E-07
4/8/2021;14:20:52.586; 1.6253E-07
4/8/2021;14:20:52.589; 1.6295E-07
4/8/2021;14:20:52.591; 1.6297E-07
4/8/2021;14:20:52.596; 1.6329E-07
4/8/2021;14:20:52.598; 1.6324E-07
4/8/2021;14:20:52.601; 1.6379E-07
4/8/2021;14:20:52.604; 1.6389E-07
4/8/2021;14:20:52.606; 1.6373E-07
4/8/2021;14:20:52.609; 1.6368E-07
4/8/2021;14:20:52.612; 1.6316E-07
4/8/2021;14:20:52.614; 1.6337E-07
4/8/2021;14:20:52.617; 1.6272E-07
4/8/2021;14:20:52.620; 1.6274E-07
4/8/2021;14:20:52.622; 1.629E-07
4/8/2021;14:20:52.625; 1.6319E-07
4/8/2021;14:20:52.628; 1.6289E-07
4/8/2021;14:20:52.630; 1.6273E-07
4/8/2021;14:20:52.633; 1.6254E-07
4/8/2021;14:20:52.636; 1.6278E-07
4/8/2021;14:20:52.638; 1.6338E-07
4/8/2021;14:20:52.641; 1.6327E-07
4/8/2021;14:20:52.645; 1.6299E-07
4/8/2021;14:20:52.648; 1.6277E-07
4/8/2021;14:20:52.650; 1.6274E-07
4/8/2021;14:20:52.653; 1.6246E-07
4/8/2021;14:20:52.656; 1.6277E-07
4/8/2021;14:20:52.659; 1.6322E-07
4/8/2021;14:20:52.677; 1.6343E-07
4/8/2021;14:20:52.689; 1.6393E-07
4/8/2021;14:20:52.692; 1.6313E-07
4/8/2021;14:20:52.698; 1.631E-07
4/8/2021;14:20:52.701; 1.6323E-07
4/8/2021;14:20:52.703; 1.633E-07
4/8/2021;14:20:52.706; 1.6345E-07
4/8/2021;14:20:52.709; 1.6315E-07
4/8/2021;14:20:52.711; 1.6304E-07
4/8/2021;14:20:52.714; 1.6251E-07
4/8/2021;14:20:52.717; 1.6218E-07
4/8/2021;14:20:52.719; 1.6194E-07
4/8/2021;14:20:52.722; 1.62E-07
4/8/2021;14:20:52.727; 1.6223E-07
4/8/2021;14:20:52.729; 1.6243E-07
4/8/2021;14:20:52.732; 1.6191E-07
4/8/2021;14:20:52.735; 1.6175E-07
4/8/2021;14:20:52.737; 1.6219E-07
4/8/2021;14:20:52.740; 1.6177E-07
4/8/2021;14:20:52.743; 1.6226E-07
4/8/2021;14:20:52.745; 1.6234E-07
4/8/2021;14:20:52.748; 1.6206E-07
4/8/2021;14:20:52.751; 1.622E-07
4/8/2021;14:20:52.753; 1.6207E-07
4/8/2021;14:20:52.756; 1.6226E-07
4/8/2021;14:20:52.759; 1.6253E-07
4/8/2021;14:20:52.761; 1.6265E-07
4/8/2021;14:20:52.764; 1.6242E-07
4/8/2021;14:20:52.767; 1.6325E-07
4/8/2021;14:20:52.769; 1.6251E-07
4/8/2021;14:20:52.851; 1.6266E-07
4/8/2021;14:20:52.861; 1.6259E-07
4/8/2021;14:20:52.864; 1.631E-07
4/8/2021;14:20:52.867; 1.6265E-07
4/8/2021;14:20:52.869; 1.6291E-07
4/8/2021;14:20:52.872; 1.6252E-07
4/8/2021;14:20:52.875; 1.6205E-07
4/8/2021;14:20:52.877; 1.6202E-07
4/8/2021;14:20:52.880; 1.6089E-07
4/8/2021;14:20:52.883; 1.6129E-07
4/8/2021;14:20:52.885; 1.6095E-07
4/8/2021;14:20:52.888; 1.6125E-07
4/8/2021;14:20:52.891; 1.6062E-07
4/8/2021;14:20:52.897; 1.6105E-07
4/8/2021;14:20:52.900; 1.6052E-07
